Name,Rarity,Category,Subcategory,Level,Price,Bulk
Stormfeather,Common,Consumables,Talismans,8,100 gp,
Resilient,Common,Runes,Fundamental Armor Runes,8,340 gp,
Adamantine Object (Standard-Grade),Uncommon,Materials,,8,350 gp (per Bulk),
Darkwood Object (Standard-Grade),Uncommon,Materials,,8,350 gp (per Bulk),
Dragonhide Object (Standard-Grade),Uncommon,Materials,,8,350 gp (per Bulk),
Mithral Object (Standard-Grade),Uncommon,Materials,,8,350 gp (per Bulk),
Siccatite Object (Standard-Grade),Rare,Materials,,8,350 gp (per Bulk),
Sisterstone Object (Standard-Grade),Rare,Materials,,8,350 gp (per Bulk),
Waffle Iron (Mithral),Uncommon,Adventuring Gear,,8,355 gp,1
Abysium Buckler (Standard-Grade),Rare,Shields,Precious Material Shields,8,400 gp,L
Adamantine Buckler (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,400 gp,L
Darkwood Buckler (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,400 gp,L
Djezet Alloy Object (Standard-Grade),Rare,Materials,,8,400 gp (per Bulk),
Dragonhide Buckler (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,400 gp,L
Inubrix Object (Standard-Grade),Rare,Materials,,8,400 gp (per Bulk),
Mithral Buckler (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,400 gp,L
Noqual Object (Standard-Grade),Rare,Materials,,8,400 gp (per Bulk),
Siccatite Buckler (Standard-Grade),Rare,Shields,Precious Material Shields,8,400 gp,1
Alluring Scarf,Uncommon,Held Items,,8,415 gp,
Habu's Cudgel,Unique,Weapons,Specific Magic Weapons,8,415 gp,1
Energy-Resistant,Common,Runes,Armor Property Runes,8,420 gp,
Spellbook of Redundant Enchantment,Common,Grimoires,,8,420 gp,L
Swarmsuit (Impenetrable),Common,Adventuring Gear,,8,420 gp,
Brooch of Inspiration,Uncommon,Worn Items,Other Worn Items,8,425 gp,
Fanged (Greater),Uncommon,Runes,Weapon Property Runes,8,425 gp,
Five-Feather Wreath (Greater),Common,Spellhearts,,8,425 gp,
Flaming Star (Greater),Common,Spellhearts,,8,425 gp,
Rhinoceros Mask (Greater),Uncommon,Worn Items,Other Worn Items,8,425 gp,
Staff of Illumination,Common,Staves,,8,425 gp,1
Steam Winch,Rare,Adventuring Gear,,8,425 gp,2
Tallowheart Mass,Rare,Held Items,,8,425 gp,L
Backfire Mantle (Greater),Common,Worn Items,Other Worn Items,8,430 gp,1
Abysium Shield (Standard-Grade),Rare,Shields,Precious Material Shields,8,440 gp,1
Adamantine Shield (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,440 gp,1
Darkwood Shield (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,440 gp,L
Dragonhide Shield (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,440 gp,1
Mithral Shield (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,440 gp,L
Siccatite Shield (Standard-Grade),Rare,Shields,Precious Material Shields,8,440 gp,2
Abysium Object (Standard-Grade),Rare,Materials,,8,450 gp (per Bulk),
Bracers of Armor I,Common,Worn Items,Other Worn Items,8,450 gp,L
Cordelia's Construct Key,Uncommon,Worn Items,Other Worn Items,8,450 gp,
Duelist's Beacon,Uncommon,Shields,Specific Shields,8,450 gp,L
Eclipse,Unique,Weapons,Specific Magic Weapons,8,450 gp,L
Empathic Cords,Rare,Worn Items,Other Worn Items,8,450 gp,
Encompassing Lockpick,Uncommon,Held Items,,8,450 gp,L
Energy Robe (Cold),Uncommon,Worn Items,Other Worn Items,8,450 gp,L
Eye of the Unseen,Common,Assistive Items,,8,450 gp,L
Fleshgem (Earthspeaker),Uncommon,Worn Items,Other Worn Items,8,450 gp,
Giant-Killing,Rare,Runes,Weapon Property Runes,8,450 gp,
Grim Sandglass (Greater),Common,Spellhearts,,8,450 gp,
Hag Eye (Smokey),Rare,Worn Items,Other Worn Items,8,450 gp,
Mentalist's Staff (Greater),Common,Staves,,8,450 gp,1
Perfect Droplet (Greater),Common,Spellhearts,,8,450 gp,
Poisoner's Staff (Greater),Uncommon,Staves,,8,450 gp,1
Slick (Greater),Common,Runes,Armor Property Runes,8,450 gp,
Spiritsight Crossbow,Uncommon,Weapons,Specific Magic Weapons,8,450 gp,2
Staff of Fire (Greater),Common,Staves,,8,450 gp,1
Stalk Goggles (Major),Rare,Worn Items,Other Worn Items,8,450 gp,
Warding Tablets,Common,Grimoires,,8,450 gp,L
Animal Staff (Greater),Common,Staves,,8,460 gp,1
Swarmeater's Clasp,Uncommon,Worn Items,Other Worn Items,8,460 gp,
Trinity Geode (Greater),Common,Spellhearts,,8,460 gp,
Rod of Wonder,Rare,Held Items,,8,465 gp,L
Staff of Healing (Greater),Common,Staves,,8,470 gp,1
Bloodbane,Uncommon,Runes,Weapon Property Runes,8,475 gp,
Collar of Inconspicuousness,Common,Worn Items,Companion Items,8,475 gp,1
Frog Chair,Uncommon,Assistive Items,Mobility Devices,8,475 gp,3
Hundred-Moth Caress,Common,Weapons,Specific Magic Weapons,8,475 gp,2
Mask of the Cursed Eye,Uncommon,Worn Items,Other Worn Items,8,475 gp,
Flaying Knife,Uncommon,Weapons,Specific Magic Weapons,8,480 gp,1
Summoning Handscroll,Common,Grimoires,,8,480 gp,L
Sunflower Censer,Rare,Worn Items,Other Worn Items,8,480 gp,L
Wondrous Figurine (Bismuth Leopards),Uncommon,Held Items,,8,495 gp,L
Bag of Cats,Uncommon,Held Items,,8,500 gp,1
Blast Lance (Greater),Uncommon,Weapons,Specific Magic Weapons,8,500 gp,2
Breath Blaster,Uncommon,Weapons,Beast Guns,8,500 gp,2
Campaign Stable,Uncommon,Structures,,8,500 gp,L when not activated
Carrion Cask,Uncommon,Other,,8,500 gp,L
Containment Contraption,Uncommon,Armor,Specific Magic Armor,8,500 gp,6
Corrosive,Common,Runes,Weapon Property Runes,8,500 gp,
Crown of the Fire Eater,Uncommon,Worn Items,Other Worn Items,8,500 gp,L
Deafening Music Box,Uncommon,Held Items,,8,500 gp,1
Dragon's Breath (3rd-Level Spell),Uncommon,Runes,Accessory Runes,8,500 gp,
Flaming,Common,Runes,Weapon Property Runes,8,500 gp,
Folding Boat,Uncommon,Held Items,,8,500 gp,1
Frost,Common,Runes,Weapon Property Runes,8,500 gp,
In the Shadows of Toil,Unique,Grimoires,,8,500 gp,L
Invisibility,Common,Runes,Armor Property Runes,8,500 gp,
Lover's Gloves,Common,Worn Items,Other Worn Items,8,500 gp,
Magic Armor (+1 Resilient),Common,Armor,Basic Magic Armor,8,500 gp,
Moonstone Diadem,Rare,Worn Items,Other Worn Items,8,500 gp,L
Peachwood Object (Standard-Grade),Uncommon,Materials,,8,500 gp (per Bulk),
Portable Gaming Hall,Uncommon,Structures,,8,500 gp,L when not activated
Shock,Common,Runes,Weapon Property Runes,8,500 gp,
Sinister Knight,Uncommon,Runes,Armor Property Runes,8,500 gp,
Skittering Mask (Greater),Uncommon,Worn Items,Other Worn Items,8,500 gp,1
Thundering,Common,Runes,Weapon Property Runes,8,500 gp,
Tyrant's Writ,Uncommon,Grimoires,,8,500 gp,L
Umbral Wings,Uncommon,Worn Items,Other Worn Items,8,500 gp,1
Wand of Crackling Lightning (3rd-Level Spell),Common,Wands,Specialty Wands,8,500 gp,L
Wand of Smoldering Fireballs (3rd-Level Spell),Common,Wands,Specialty Wands,8,500 gp,L
Wand of Teeming Ghosts (3rd-Level Spell),Uncommon,Wands,Specialty Wands,8,500 gp,L
Wand of Widening (3rd-Level Spell),Common,Wands,Specialty Wands,8,500 gp,L
Warcaller's Chime of Refuge,Uncommon,Held Items,,8,500 gp,L
Clockwork Macuahuitl,Rare,Weapons,Base Weapons,8,550 gp,1
Darkwood Tower Shield (Standard-Grade),Uncommon,Shields,Precious Material Shields,8,560 gp,3
Cannon,Uncommon,Siege Weapons,,8,900 gp,
Heavy Ballista,Uncommon,Siege Weapons,,8,900 gp,
Firedrake,Uncommon,Siege Weapons,,8,1000 gp,
Aquarium Lamp,Uncommon,Adventuring Gear,,8,1500 gp,20
Mobile Inn,Rare,Vehicles,,8,1500 gp,
Bottomless Purse,Rare,Contracts,Bargained Contracts,8,,
Jax,Unique,Intelligent Items,,8,,1
Right of Retribution,Rare,Contracts,Infernal Contracts,8,,
Sunken Pistol,Rare,Intelligent Items,,8,,1
Tablet of Chained Souls,Common,Cursed Items,,8,,L
Impossible Cake (Greater),Uncommon,Alchemical Items,Alchemical Tools,9,25 gp,L
Devil's Trident,Unique,Weapons,Specific Magic Weapons,9,100 gp,1
Body Recovery Kit,Uncommon,Alchemical Items,Alchemical Tools,9,101 gp,L
Caustic Deteriorating Dust,Uncommon,Consumables,Other Consumables,9,105 gp,
Cheetah's Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,9,110 gp,L
Javelin of Lightning,Common,Consumables,Other Consumables,9,110 gp,L
Lich Dust,Common,Alchemical Items,Alchemical Poisons,9,110 gp,L
Mana-Rattler Liniment,Uncommon,Alchemical Items,Alchemical Elixirs,9,110 gp,L
Spider Root,Common,Alchemical Items,Alchemical Poisons,9,110 gp,L
Frost Worm Snare,Uncommon,Snares,,9,115 gp,
Sight-Theft Grit,Uncommon,Alchemical Items,Alchemical Poisons,9,115 gp,L
Brewer's Regret,Uncommon,Alchemical Items,Alchemical Tools,9,120 gp,L
Feast of Hungry Ghosts,Common,Consumables,Other Consumables,9,120 gp,3
Ghostly Portal Paint,Uncommon,Consumables,Oils,9,120 gp,L
Golden Branding Iron (Greater),Uncommon,Consumables,Talismans,9,120 gp,
Indomitable Keepsake (Greater),Common,Consumables,Talismans,9,120 gp,
Puff Dragon,Uncommon,Snares,,9,120 gp,
Searing Suture (greater),Uncommon,Alchemical Items,Alchemical Tools,9,120 gp,L
Enfilading Arrow,Uncommon,Consumables,Magical Ammunition,9,125 gp,
Gecko Pads (Greater),Uncommon,Consumables,Gadgets,9,125 gp,L
Healer's Gel (Moderate),Common,Consumables,Spell Catalysts,9,125 gp,L
Noxious Incense,Common,Consumables,Spell Catalysts,9,125 gp,L
Potion of Minute Echoes,Common,Consumables,Potions,9,125 gp,L
Rebound Fulu,Common,Consumables,Fulu,9,125 gp,
Silencing Ammunition,Uncommon,Consumables,Magical Ammunition,9,125 gp,
Thunderbird Tuft (Greater),Common,Consumables,Spell Catalysts,9,125 gp,L
Transposition Ammunition,Uncommon,Consumables,Magical Ammunition,9,125 gp,
Corpsecaller Round,Uncommon,Consumables,Magical Ammunition,9,130 gp,
Explosive Ammunition,Common,Consumables,Magical Ammunition,9,130 gp,
Feather Token (Whip),Common,Consumables,Other Consumables,9,130 gp,
Storm Arrow,Common,Consumables,Magical Ammunition,9,130 gp,
Bitter,Uncommon,Runes,Armor Property Runes,9,135 gp,
Dust of Disappearance,Uncommon,Consumables,Other Consumables,9,135 gp,
Aligned Oil,Common,Consumables,Oils,9,140 gp,L
Blast Boots (Greater),Uncommon,Consumables,Gadgets,9,140 gp,L
Camouflage Suit (Superb),Common,Adventuring Gear,,9,140 gp,L
Cold Iron Blanch (Moderate),Uncommon,Alchemical Items,Alchemical Tools,9,140 gp,L
5th-Level Scroll,Common,Consumables,Scrolls,9,150 gp,L
Abysium Powder,Rare,Alchemical Items,Alchemical Poisons,9,150 gp,L
Basilisk Eye,Common,Consumables,Talismans,9,150 gp,
Elixir of Life (Moderate),Common,Alchemical Items,Alchemical Elixirs,9,150 gp,L
Impact Foam Chassis (Greater),Uncommon,Consumables,Gadgets,9,150 gp,L
Ixamè's Eye,Rare,Consumables,Talismans,9,150 gp,
Spellstrike Ammunition (Type IV),Common,Consumables,Magical Ammunition,9,150 gp,
Spiderfoot Brew (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,9,150 gp,L
Lock (Good),Common,Adventuring Gear,,9,200 gp,
Tlil Mask (Greater),Uncommon,Worn Items,Other Worn Items,9,240 gp,L
Manacles (Good),Common,Adventuring Gear,,9,250 gp,
Necklace of Fireballs III,Common,Worn Items,Other Worn Items,9,300 gp,
Handcuffs (Good),Uncommon,Adventuring Gear,,9,350 gp,L
False Witness (Respectable),Uncommon,Services,Secret Society Membership Services,9,450 gp,
Sovereign Steel Object (Standard-Grade),Rare,Materials,,9,500 gp (per Bulk),
Fulu Compendium,Uncommon,Held Items,,9,550 gp,
Amphibious Chair,Common,Assistive Items,Mobility Devices,9,575 gp,
Earthsight Box,Uncommon,Held Items,,9,575 gp,L
Energy Robe (Acid),Uncommon,Worn Items,Other Worn Items,9,575 gp,L
Anointed Waterskin,Common,Held Items,,9,600 gp,L
Collar of Empathy,Common,Worn Items,Companion Items,9,600 gp,1
Djezet Buckler (Standard-Grade),Rare,Shields,Precious Material Shields,9,600 gp,L
Dreadsmoke Thurible,Uncommon,Held Items,,9,600 gp,1
Elemental Wayfinder (Earth),Uncommon,Worn Items,Other Worn Items,9,600 gp,
Heartstone,Common,Worn Items,Other Worn Items,9,600 gp ((200 gp when nonmagical)),
Immovable Rod,Common,Held Items,,9,600 gp,1
Minotaur Chair,Common,Assistive Items,Mobility Devices,9,600 gp,4
Portable Ram (Reinforced),Common,Adventuring Gear,,9,600 gp,3
Printing Press,Rare,Adventuring Gear,,9,600 gp,20
Ring of Bestial Friendship,Unique,Cursed Items,Other Worn Items,9,600 gp,
Shard of the Third Seal,Unique,Held Items,,9,600 gp,L
Shoony Shovel,Rare,Held Items,,9,600 gp,2
Silent Bell,Uncommon,Held Items,,9,600 gp,L
Sleeves of Storage (Greater),Common,Worn Items,Other Worn Items,9,600 gp,L
Smogger,Uncommon,Worn Items,Other Worn Items,9,600 gp,2
Spellender,Uncommon,Weapons,Specific Magic Weapons,9,600 gp,L
Stanching (Greater),Uncommon,Runes,Armor Property Runes,9,600 gp,
Thousand-Blade Thesis,Uncommon,Held Items,,9,600 gp,L
Underwater Firing Mechanism,Uncommon,Customizations,Firing Mechanisms,9,600 gp,
Vine of Roses,Uncommon,Weapons,Specific Magic Weapons,9,600 gp,1
Wraithweave Patch (Type I),Rare,Held Items,,9,600 gp,L
Triton's Conch,Common,Held Items,,9,640 gp,L
Armbands of Athleticism,Common,Worn Items,Other Worn Items,9,645 gp,L
Belt of the Five Kings,Uncommon,Worn Items,Other Worn Items,9,650 gp,L
Blast Suit,Uncommon,Armor,Specific Magic Armor,9,650 gp,2
Bracers of Missile Deflection (Greater),Common,Worn Items,Other Worn Items,9,650 gp,L
Chain of the Stilled Spirit,Uncommon,Held Items,,9,650 gp,2
Coyote Cloak (Greater),Common,Worn Items,Other Worn Items,9,650 gp,
Crushing (Greater),Uncommon,Runes,Weapon Property Runes,9,650 gp,
Dancing Scarf (Greater),Common,Worn Items,Other Worn Items,9,650 gp,
Diviner's Nose Chain,Uncommon,Worn Items,Other Worn Items,9,650 gp,
Elemental Wayfinder (Air),Uncommon,Worn Items,Other Worn Items,9,650 gp,
Enveloping Light (Greater),Uncommon,Tattoos,,9,650 gp,
Force Shield,Uncommon,Shields,Specific Shields,9,650 gp,L
Gourd Home,Rare,Structures,,9,650 gp,L when not activated
Grisly Scythe,Rare,Weapons,Specific Magic Weapons,9,650 gp,2
Hat of the Magi (Greater),Common,Worn Items,Other Worn Items,9,650 gp,
Inspiring Spotlight,Uncommon,Held Items,,9,650 gp,3
Librarian's Baton,Rare,Held Items,,9,650 gp,L
Paired (Greater),Uncommon,Runes,Accessory Runes,9,650 gp,
Pendant of the Occult (Greater),Common,Worn Items,Other Worn Items,9,650 gp,
Persona Mask (Greater),Common,Worn Items,Other Worn Items,9,650 gp,
Shadow (Greater),Common,Runes,Armor Property Runes,9,650 gp,
Starless Scope,Unique,Held Items,,9,650 gp,1
Djezet Shield (Standard-Grade),Rare,Shields,Precious Material Shields,9,660 gp,1
Tracker's Goggles (Greater),Common,Worn Items,Other Worn Items,9,660 gp,
Dragonslayer's Shield,Uncommon,Shields,Specific Shields,9,670 gp,1
Ventriloquist's Ring (Greater),Common,Worn Items,Other Worn Items,9,670 gp,
Knapsack of Halflingkind,Uncommon,Worn Items,Other Worn Items,9,675 gp,L
Victory Plate,Uncommon,Armor,Specific Magic Armor,9,675 gp,4
Bountiful Cauldron,Uncommon,Other,,9,680 gp,2
Phylactery of Faithfulness,Common,Worn Items,Other Worn Items,9,680 gp,L
Banner of the Restful,Uncommon,Held Items,,9,700 gp,1
Cresset of Grisly Interrogation,Rare,Held Items,,9,700 gp,1
Crimson Brand,Uncommon,Weapons,Specific Magic Weapons,9,700 gp,1
Crimson Fulcrum Lens,Unique,Other,,9,700 gp,1
Crown of the Kobold King,Unique,Worn Items,Other Worn Items,9,700 gp,
Dreamstone,Uncommon,Held Items,,9,700 gp,L
Elemental Wayfinder (Fire),Uncommon,Worn Items,Other Worn Items,9,700 gp,
Erraticannon,Rare,Weapons,Specific Magic Weapons,9,700 gp,1
Extending,Common,Runes,Weapon Property Runes,9,700 gp,
Eyes of the Eagle,Common,Worn Items,Other Worn Items,9,700 gp,
Gloom Blade,Common,Weapons,Specific Magic Weapons,9,700 gp,L
Grievous,Common,Runes,Weapon Property Runes,9,700 gp,
Growth Gun,Uncommon,Weapons,Beast Guns,9,700 gp,2
Healer's Gloves (Greater),Common,Worn Items,Other Worn Items,9,700 gp,L
Horn of Blasting,Common,Held Items,,9,700 gp,L
Hunter's Hagbook,Unique,Grimoires,,9,700 gp,L
Immovable Arm,Common,Assistive Items,,9,700 gp,1
Leopard's Armor,Uncommon,Armor,Specific Magic Armor,9,700 gp,2
Lucky Draw Bandolier,Uncommon,Customizations,Holsters,9,700 gp,L
Magic Wand (4th-Level Spell),Common,Wands,Magic Wands,9,700 gp,L
Mask of the Banshee,Common,Worn Items,Other Worn Items,9,700 gp,
Messenger's Ring,Common,Worn Items,Other Worn Items,9,700 gp,
Rhino Hide,Common,Armor,Specific Magic Armor,9,700 gp,2
Screech Shooter,Uncommon,Weapons,Beast Guns,9,700 gp,2
Sonic Tuning Mace,Common,Weapons,Specific Magic Weapons,9,700 gp,L
Spangled Rider's Suit,Uncommon,Armor,Specific Magic Armor,9,700 gp,1
Stole of Civility,Uncommon,Worn Items,Other Worn Items,9,700 gp,L
Urn of Ashes,Common,Held Items,,9,700 gp,
Wand of Continuation (3rd-Level Spell),Common,Wands,Specialty Wands,9,700 gp,L
Wand of Manifold Missiles (3rd-Level Spell),Common,Wands,Specialty Wands,9,700 gp,L
Wand of Overflowing Life (3rd-Level Spell),Common,Wands,Specialty Wands,9,700 gp,L
Wand of Thundering Echoes (3rd-Level),Uncommon,Wands,Specialty Wands,9,700 gp,L
Wondrous Figurine (Ruby Hippopotamus),Uncommon,Held Items,,9,700 gp,L
Magnetite Scope,Common,Customizations,Scopes,9,800 gp,L
Magnifying Scope (Greater),Common,Customizations,Scopes,9,800 gp,L
Skeletal Claw,Uncommon,Weapons,Specific Magic Weapons,9,1250 gp,L
Cloak of Repute (Greater),Common,Worn Items,Other Worn Items,9,1300 gp,1
Unmemorable Mantle (Greater),Common,Worn Items,Other Worn Items,9,1300 gp,1
Heavy Bombard,Uncommon,Siege Weapons,,9,1400 gp,
Spider Gun (Greater),Uncommon,Weapons,Beast Guns,9,1400 gp,2
Sailing Ship,Common,Vehicles,,9,2000 gp,
Clockwork Borer,Rare,Vehicles,,9,2100 gp,
Clockwork Bumblebee,Rare,Vehicles,,9,2100 gp,
Whip of Compliance,Uncommon,Weapons,Specific Magic Weapons,9,3000 gp,1
Cursed Dreamstone,Uncommon,Held Items,,9,,L
Cursed Dreamstone,Rare,Cursed Items,,9,,L
Key to the Stomach,Rare,Contracts,Bargained Contracts,9,,
Mistranslator's Draft,Common,Cursed Items,,9,,L
Oath of the Devoted,Rare,Contracts,Other Contracts,9,,
Self-Emptying Pocket,Rare,Contracts,Bargained Contracts,9,,
Taleteller's Ring,Common,Cursed Items,,9,,
Addiction Suppressant (Greater),Rare,Alchemical Items,Alchemical Elixirs,10,140 gp,L
Bravo's Brew (Moderate),Common,Alchemical Items,Alchemical Elixirs,10,150 gp,L
Baleblood Draft,Rare,Alchemical Items,Alchemical Elixirs,10,155 gp,L
Replacement Filter (Level 10),Uncommon,Adventuring Gear,,10,155 gp,
Spirit-Sealing Fulu (Greater),Common,Consumables,Fulu,10,155 gp,
Wolfsbane,Common,Alchemical Items,Alchemical Poisons,10,155 gp,L
Antidote (Greater),Common,Alchemical Items,Alchemical Elixirs,10,160 gp,L
Antiplague (Greater),Common,Alchemical Items,Alchemical Elixirs,10,160 gp,L
Barricade Stone (Cylinder),Uncommon,Consumables,Other Consumables,10,160 gp,
Binding Snare,Uncommon,Snares,,10,160 gp,
Effervescent Decoction,Uncommon,Consumables,Potions,10,160 gp,L
Fearweed,Uncommon,Alchemical Items,Alchemical Poisons,10,160 gp,L
Shadow Essence,Common,Alchemical Items,Alchemical Poisons,10,160 gp,L
Sniper's Bead (Greater),Common,Consumables,Talismans,10,160 gp,
Vanishing Coin,Common,Consumables,Talismans,10,160 gp,
Winterstep Elixir (Moderate),Uncommon,Alchemical Items,Alchemical Elixirs,10,160 gp,L
Deathless Light,Uncommon,Consumables,Spell Catalysts,10,165 gp,L
Burning Badger Guts Snare,Uncommon,Snares,,10,170 gp,
Mudrock Snare,Uncommon,Snares,,10,170 gp,
Raining Knives Snare,Uncommon,Snares,,10,170 gp,
Alchemical Atomizer,Rare,Alchemical Items,Alchemical Other,10,175 gp,L
Camp Shroud (Moderate),Uncommon,Consumables,Other Consumables,10,175 gp,
Firestarter Pellets (Greater),Common,Consumables,Spell Catalysts,10,175 gp,L
Follypops (Hotpops),Uncommon,Consumables,Other Consumables,10,175 gp,L
Follypops (Rotters),Uncommon,Consumables,Other Consumables,10,175 gp,L
Follypops (Sizzlers),Uncommon,Consumables,Other Consumables,10,175 gp,L
Iron Medallion,Common,Consumables,Talismans,10,175 gp,
Lucky Rabbit's Foot,Uncommon,Consumables,Talismans,10,175 gp,
Mummified Bat,Common,Consumables,Talismans,10,175 gp,
Shockguard Coil,Rare,Consumables,Talismans,10,175 gp,
Anointing Oil (Greater),Uncommon,Consumables,Oils,10,180 gp,L
Flare Beacon (Greater),Uncommon,Consumables,Gadgets,10,180 gp,L
Honeyscent,Rare,Alchemical Items,Alchemical Poisons,10,180 gp,L
Mistform Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,10,180 gp,L
Mutagenic Renovator,Uncommon,Consumables,Potions,10,180 gp,L
Potion of Resistance (Moderate),Common,Consumables,Potions,10,180 gp,L
Potion of Stable Form,Common,Consumables,Potions,10,180 gp,L
Snagging Hook Snare,Common,Snares,,10,180 gp,
Potion of Grounding,Common,Consumables,Potions,10,185 gp,L
Stepping Stone Shot (Greater),Uncommon,Consumables,Magical Ammunition,10,185 gp,
Azure Lily Pollen,Rare,Alchemical Items,Alchemical Poisons,10,200 gp,L
Bottled Screams,Uncommon,Consumables,Spell Catalysts,10,200 gp,L
Conrasu Coin (Bythos),Uncommon,Consumables,Talismans,10,200 gp,
Eagle-Eye Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,10,200 gp,L
Elemental Gem,Common,Consumables,Other Consumables,10,200 gp,
Golden Silencer (Greater),Uncommon,Consumables,Talismans,10,200 gp,L
Golden-Cased Bullet (Greater),Uncommon,Consumables,Magical Ammunition,10,200 gp,
Magnetic Suit (Greater),Common,Consumables,Gadgets,10,200 gp,1
Oozepick (Greater),Uncommon,Alchemical Items,Alchemical Tools,10,200 gp,L
Overloaded Brain Grenade,Unique,Alchemical Items,Alchemical Bombs,10,200 gp,1
Potion of Annulment (Lesser),Rare,Consumables,Potions,10,200 gp,L
Retrieval Prism (Greater),Common,Consumables,Talismans,10,200 gp,
Unsullied Blood (Greater),Uncommon,Consumables,Spell Catalysts,10,200 gp,L
Vultures Wing,Uncommon,Consumables,Spell Catalysts,10,200 gp,L
Olfactory Obfuscator (Greater),Common,Alchemical Items,Alchemical Elixirs,10,225 gp,L
Drazmorg's Staff of All-Sight,Unique,Staves,,10,475 gp,1
Immovable Tripod,Uncommon,Customizations,Stabilizers,10,700 gp,1
Miter of Communion,Uncommon,Worn Items,Other Worn Items,10,800 gp,L
Palanquin of Night,Uncommon,Other,,10,825 gp,L when not activated
Choker of Elocution (Greater),Common,Worn Items,Other Worn Items,10,850 gp,L
Conundrum Spectacles (Greater),Uncommon,Worn Items,Other Worn Items,10,850 gp,
Golem Stylus,Uncommon,Held Items,,10,850 gp,L
Grail of Twisted Desires,Unique,Held Items,,10,850 gp,L
Midday Lantern (Moderate),Uncommon,Held Items,,10,850 gp,L
Ring of Lies,Uncommon,Worn Items,Other Worn Items,10,850 gp,
Talisman Cord,Uncommon,Worn Items,Other Worn Items,10,850 gp,
True Name Amulet (Moderate),Rare,Worn Items,Other Worn Items,10,850 gp,
Twilight Lantern (Moderate),Uncommon,Held Items,,10,850 gp,L
Winged Boots,Common,Worn Items,Other Worn Items,10,850 gp,L
Wovenwood Shield (Moderate),Uncommon,Shields,Specific Shields,10,850 gp,1
Cold Iron Weapon (Standard-Grade),Common,Weapons,Precious Material Weapons,10,880 gp (+88 gp per Bulk),
Explorer's Yurt,Common,Structures,,10,880 gp,1
Silver Weapon (Standard-Grade),Common,Weapons,Precious Material Weapons,10,880 gp (+88 gp per Bulk),
Aeon Stone (Pearlescent Pyramid),Uncommon,Worn Items,Other Worn Items,10,900 gp,
Anchoring,Uncommon,Runes,Weapon Property Runes,10,900 gp,
Arctic Vigor,Uncommon,Tattoos,,10,900 gp,
Barding of the Zephyr,Common,Worn Items,Companion Items,10,900 gp,L
Book of Lingering Blaze,Common,Grimoires,,10,900 gp,L
Clandestine Cloak (Greater),Uncommon,Worn Items,Other Worn Items,10,900 gp,L
Daredevil Boots,Common,Worn Items,Other Worn Items,10,900 gp,L
Demon Mask (Greater),Common,Worn Items,Other Worn Items,10,900 gp,L
Elemental Wayfinder (Water),Uncommon,Worn Items,Other Worn Items,10,900 gp,
Endless Grimoire (Greater),Common,Grimoires,,10,900 gp,L
Energy Robe (Electricity),Uncommon,Worn Items,Other Worn Items,10,900 gp,L
Ghastly Cauldron,Uncommon,Other,,10,900 gp,5
Maestro's Instrument (Moderate),Common,Held Items,,10,900 gp,1
North Wind's Night Verse,Uncommon,Weapons,Specific Magic Weapons,10,900 gp,1
Numerian Steel Breastplate,Rare,Armor,Specific Magic Armor,10,900 gp,2
Open Mind,Uncommon,Tattoos,,10,900 gp,
Presentable (Greater),Uncommon,Runes,Accessory Runes,10,900 gp,
Razmiri Wayfinder,Uncommon,Worn Items,Other Worn Items,10,900 gp,
Scope of Limning,Common,Customizations,Scopes,10,900 gp,L
South Wind's Scorch Song,Uncommon,Weapons,Specific Magic Weapons,10,900 gp,1
Staff of Abjuration (Greater),Common,Staves,,10,900 gp,1
Staff of Conjuration (Greater),Common,Staves,,10,900 gp,1
Staff of Divination (Greater),Common,Staves,,10,900 gp,1
Staff of Enchantment (Greater),Common,Staves,,10,900 gp,1
Staff of Evocation (Greater),Common,Staves,,10,900 gp,1
Staff of Final Rest (Greater),Uncommon,Staves,,10,900 gp,1
Staff of Illusion (Greater),Common,Staves,,10,900 gp,1
Staff of Nature's Vengeance,Common,Staves,,10,900 gp,1
Staff of Necromancy (Greater),Common,Staves,,10,900 gp,1
Staff of Providence (Greater),Common,Staves,,10,900 gp,1
Staff of Transmutation (Greater),Common,Staves,,10,900 gp,1
Star Chart Tattoo,Rare,Tattoos,,10,900 gp,
Thurible of Revelation (Moderate),Common,Held Items,,10,900 gp,1
Wondrous Figurine (Golden Lions),Common,Held Items,,10,900 gp,L
Ring of Counterspells,Uncommon,Worn Items,Other Worn Items,10,925 gp,
Weapon Potency (+2),Common,Runes,Fundamental Weapon Runes,10,935 gp,
Fire-Jump Ring,Uncommon,Worn Items,Other Worn Items,10,940 gp,
